tract_id,assault_rate
6075010100,29.46081156197888
6075010200,7.429420505200594
6075010300,2.9592533576143865
6075010400,3.3769523005487545
6075010500,27.55591054313099
6075010600,27.02013764975784
6075010700,11.521152115211521
6075010800,2.909997921430056
6075010900,4.191114836546521
6075011000,4.775549188156638
6075011100,16.026299568522703
6075011200,6.003159557661927
6075011300,5.264787860018582
6075011700,149.54682779456192
6075011800,7.421150278293135
6075011901,5.7224606580829755
6075011902,6.329113924050633
6075012000,23.119695639449812
6075012100,12.942989214175654
6075012201,20.238362941308747
6075012202,55.602716468590835
6075012301,70.55837563451777
6075012302,48.48754448398576
6075012401,54.27713856928464
6075012402,84.55750627015406
6075012501,70.38305823730926
6075012502,37.579441834760985
6075012601,3.080985915492958
6075012602,5.016722408026755
6075012700,2.1609940572663424
6075012800,11.934249043008332
6075012901,3.2760032760032756
6075012902,12.036743744060818
6075013000,8.359456635318704
6075013101,1.6207455429497568
6075013102,2.5116612845353425
6075013200,2.8678579307302003
6075013300,5.199306759098787
6075013400,2.956989247311828
6075013500,9.482418016594231
6075015100,15.313935681470138
6075015200,3.748326639892905
6075015300,6.426099851705388
6075015400,3.948497854077253
6075015500,11.980830670926519
6075015600,2.7008777852802157
6075015700,9.304128707113781
6075015801,19.322235434007133
6075015802,10.837849103793246
6075015900,16.304347826086957
6075016000,10.743801652892563
6075016100,23.88779311856235
6075016200,17.218543046357613
6075016300,7.91986955508968
6075016400,7.236665773251139
6075016500,6.845052893590542
6075016600,13.936617029400534
6075016700,3.8993955936829794
6075016801,7.7742585660811985
6075016802,11.576438542730678
6075016900,14.86748545572075
6075017000,2.8054067839836776
6075017101,2.0716188221367267
6075017102,3.9525691699604746
6075017601,97.0281124497992
6075017700,114.28571428571429
6075017801,13.166779203241052
6075017802,41.569086651053865
6075017902,16.08040201005025
6075018000,149.616368286445
6075020100,66.2053487937161
6075020200,21.269177126917715
6075020300,20.169160702667536
6075020401,3.1191515907673115
6075020402,2.2266204849084614
6075020500,26.789451653411472
6075020600,17.395085888236572
6075020700,7.751937984496124
6075020800,29.67453733248245
6075020900,33.7656989911468
6075021000,8.614324390844205
6075021100,3.006012024048096
6075021200,2.47787610619469
6075021300,1.1952191235059761
6075021400,3.4100596760443307
6075021500,1.6166696604993713
6075021600,2.8068384792038783
6075021700,7.825148407987048
6075021800,4.084574723690533
6075022600,10.006253908692933
6075022702,7.557864903164856
6075022704,6.78513731825525
6075022801,12.773722627737225
6075022802,58.33791964777105
6075022803,9.513960703205791
6075022901,17.006041620049228
6075022902,13.38742393509128
6075022903,17.473118279569892
6075023001,7.668711656441718
6075023003,12.983706720977597
6075023102,17.964071856287426
6075023103,37.440254912373874
6075023200,28.715828164484265
6075023300,15.161290322580644
6075023400,32.02562049639712
6075025100,8.552423186569529
6075025200,5.577828133170646
6075025300,17.49519948794538
6075025401,13.698630136986301
6075025402,7.433742727860375
6075025403,10.426363805622788
6075025500,8.193883439122908
6075025600,4.738504738504738
6075025701,3.6125536238428535
6075025702,20.50350376330132
6075025800,7.858546168958743
6075025900,3.840614498319731
6075026001,14.515564882826164
6075026002,4.845548152634767
6075026003,4.677060133630289
6075026004,4.2715827338129495
6075026100,12.536309432808439
6075026200,7.0364238410596025
6075026301,9.3938716170879
6075026302,5.475989890480202
6075026303,3.2432432432432434
6075026401,7.80678214198585
6075026402,3.4859400418312805
6075026403,8.542583484338596
6075026404,9.487666034155598
6075030101,4.708520179372197
6075030102,1.5350877192982457
6075030201,3.574833174451859
6075030202,7.172605275335493
6075030301,2.2108843537414966
6075030302,3.215434083601286
6075030400,6.611258027956177
6075030500,0.47961630695443647
6075030600,8.079847908745247
6075030700,1.7999100044997751
6075030800,3.489048265167668
6075030900,5.086631696073756
6075031000,7.651559741024132
6075031100,6.005104338687885
6075031201,5.25854513584575
6075031202,6.404391582799634
6075031301,6.526806526806527
6075031302,4.509018036072144
6075031400,8.47585893749054
6075032601,7.488986784140969
6075032602,3.1883397859257574
6075032700,3.280091272104963
6075032801,5.612244897959184
6075032802,4.753102719831001
6075032901,1.254030813328556
6075032902,4.612045577862181
6075033000,4.741641337386018
6075033100,2.8866971373586723
6075033201,7.399577167019028
6075033203,6.24187256176853
6075033204,6.266318537859008
6075035100,1.865207659786123
6075035201,3.605769230769231
6075035202,5.1020408163265305
6075035300,2.544853034737244
6075035400,2.911208151382824
6075040100,5.026328386787937
6075040200,4.156125767979762
6075042601,2.9732408325074333
6075042602,4.957312035251997
6075042700,3.0292830696735105
6075042800,0.0
6075045100,3.9501039501039505
6075045200,5.727713320605082
6075047600,2.7243007628042135
6075047701,5.338510070371268
6075047702,2.894356005788712
6075047801,3.0900879486570005
6075047802,2.9332681495966755
6075047901,3.5971223021582737
6075047902,4.196170993968004
6075060100,0.0
6075060400,5.607476635514018
6075060502,36.06442577030813
6075060700,11.423658027269378
6075061000,14.936904455318054
6075061100,14.747963900506273
6075061200,39.78052126200274
6075061400,23.58045651763818
6075061500,20.584011488750598
6075980200,0.0
6075980300,1851.851851851852
6075980501,42.66211604095563
6075980600,20.833333333333336
6075980900,258.160237388724
